,시도별,year,month,value,type,purpose
2677,경기,2019,02,4524752.0,승용,자가용
2678,강원,2019,02,567661.0,승용,자가용
2679,충북,2019,02,611246.0,승용,자가용
2680,충남,2019,02,814670.0,승용,자가용
2681,전북,2019,02,673624.0,승용,자가용
2682,전남,2019,02,648786.0,승용,자가용
2683,경북,2019,02,1035753.0,승용,자가용
2684,경남,2019,02,1293989.0,승용,자가용
2685,제주,2019,02,279598.0,승용,자가용
2686,서울,2019,02,126780.0,승용,영업용
2687,부산,2019,02,63792.0,승용,영업용
2688,대구,2019,02,23319.0,승용,영업용
2689,인천,2019,02,272115.0,승용,영업용
2690,광주,2019,02,16201.0,승용,영업용
2691,대전,2019,02,14367.0,승용,영업용
2692,울산,2019,02,7984.0,승용,영업용
2693,세종,2019,02,631.0,승용,영업용
2694,경기,2019,02,76619.0,승용,영업용
2695,강원,2019,02,11864.0,승용,영업용
2696,충북,2019,02,14095.0,승용,영업용
2697,충남,2019,02,13350.0,승용,영업용
2698,전북,2019,02,18846.0,승용,영업용
2699,전남,2019,02,96077.0,승용,영업용
2700,경북,2019,02,14769.0,승용,영업용
2701,경남,2019,02,44003.0,승용,영업용
2702,제주,2019,02,177202.0,승용,영업용
2703,서울,2019,02,3516.0,승합,관용
2704,부산,2019,02,1203.0,승합,관용
2705,대구,2019,02,874.0,승합,관용
2706,인천,2019,02,1053.0,승합,관용
2707,광주,2019,02,579.0,승합,관용
2708,대전,2019,02,537.0,승합,관용
2709,울산,2019,02,431.0,승합,관용
2710,세종,2019,02,143.0,승합,관용
2711,경기,2019,02,3989.0,승합,관용
2712,강원,2019,02,1425.0,승합,관용
2713,충북,2019,02,951.0,승합,관용
2714,충남,2019,02,1136.0,승합,관용
2715,전북,2019,02,1191.0,승합,관용
2716,전남,2019,02,1464.0,승합,관용
2717,경북,2019,02,1699.0,승합,관용
2718,경남,2019,02,1843.0,승합,관용
2719,제주,2019,02,411.0,승합,관용
2720,서울,2019,02,100137.0,승합,자가용
2721,부산,2019,02,37953.0,승합,자가용
2722,대구,2019,02,28040.0,승합,자가용
2723,인천,2019,02,40596.0,승합,자가용
2724,광주,2019,02,18008.0,승합,자가용
2725,대전,2019,02,19368.0,승합,자가용
2726,울산,2019,02,13037.0,승합,자가용
2727,세종,2019,02,3769.0,승합,자가용
2728,경기,2019,02,182339.0,승합,자가용
2729,강원,2019,02,25281.0,승합,자가용
2730,충북,2019,02,26435.0,승합,자가용
2731,충남,2019,02,36772.0,승합,자가용
2732,전북,2019,02,28593.0,승합,자가용
2733,전남,2019,02,31152.0,승합,자가용
2734,경북,2019,02,43099.0,승합,자가용
2735,경남,2019,02,47034.0,승합,자가용
2736,제주,2019,02,12216.0,승합,자가용
2737,서울,2019,02,16342.0,승합,영업용
2738,부산,2019,02,6072.0,승합,영업용
2739,대구,2019,02,4151.0,승합,영업용
2740,인천,2019,02,12371.0,승합,영업용
2741,광주,2019,02,2565.0,승합,영업용
2742,대전,2019,02,2190.0,승합,영업용
2743,울산,2019,02,1961.0,승합,영업용
2744,세종,2019,02,411.0,승합,영업용
2745,경기,2019,02,32354.0,승합,영업용
2746,강원,2019,02,3228.0,승합,영업용
2747,충북,2019,02,3739.0,승합,영업용
2748,충남,2019,02,5496.0,승합,영업용
2749,전북,2019,02,4293.0,승합,영업용
2750,전남,2019,02,8265.0,승합,영업용
2751,경북,2019,02,5465.0,승합,영업용
2752,경남,2019,02,7571.0,승합,영업용
2753,제주,2019,02,7596.0,승합,영업용
2754,서울,2019,02,3932.0,화물,관용
2755,부산,2019,02,1616.0,화물,관용
2756,대구,2019,02,1272.0,화물,관용
2757,인천,2019,02,1237.0,화물,관용
2758,광주,2019,02,701.0,화물,관용
2759,대전,2019,02,619.0,화물,관용
2760,울산,2019,02,622.0,화물,관용
2761,세종,2019,02,206.0,화물,관용
2762,경기,2019,02,5468.0,화물,관용
2763,강원,2019,02,2290.0,화물,관용
2764,충북,2019,02,1476.0,화물,관용
2765,충남,2019,02,2217.0,화물,관용
2766,전북,2019,02,1939.0,화물,관용
2767,전남,2019,02,2322.0,화물,관용
2768,경북,2019,02,2772.0,화물,관용
2769,경남,2019,02,2510.0,화물,관용
2770,제주,2019,02,965.0,화물,관용
2771,서울,2019,02,276073.0,화물,자가용
2772,부산,2019,02,155309.0,화물,자가용
2773,대구,2019,02,142872.0,화물,자가용
2774,인천,2019,02,161210.0,화물,자가용
2775,광주,2019,02,79699.0,화물,자가용
2776,대전,2019,02,75664.0,화물,자가용
2777,울산,2019,02,62142.0,화물,자가용
2778,세종,2019,02,14111.0,화물,자가용
2779,경기,2019,02,683020.0,화물,자가용
2780,강원,2019,02,145173.0,화물,자가용
2781,충북,2019,02,143191.0,화물,자가용
2782,충남,2019,02,202379.0,화물,자가용
2783,전북,2019,02,171119.0,화물,자가용
2784,전남,2019,02,218733.0,화물,자가용
2785,경북,2019,02,290851.0,화물,자가용
2786,경남,2019,02,266310.0,화물,자가용
2787,제주,2019,02,76254.0,화물,자가용
2788,서울,2019,02,57301.0,화물,영업용
2789,부산,2019,02,33147.0,화물,영업용
2790,대구,2019,02,19020.0,화물,영업용
2791,인천,2019,02,29963.0,화물,영업용
2792,광주,2019,02,12371.0,화물,영업용
2793,대전,2019,02,11223.0,화물,영업용
2794,울산,2019,02,9194.0,화물,영업용
2795,세종,2019,02,1511.0,화물,영업용
2796,경기,2019,02,110188.0,화물,영업용
2797,강원,2019,02,8225.0,화물,영업용
2798,충북,2019,02,13742.0,화물,영업용
2799,충남,2019,02,17033.0,화물,영업용
2800,전북,2019,02,14998.0,화물,영업용
2801,전남,2019,02,19756.0,화물,영업용
2802,경북,2019,02,23384.0,화물,영업용
2803,경남,2019,02,24254.0,화물,영업용
2804,제주,2019,02,3488.0,화물,영업용
2805,서울,2019,02,356.0,특수,관용
2806,부산,2019,02,128.0,특수,관용
2807,대구,2019,02,117.0,특수,관용
2808,인천,2019,02,120.0,특수,관용
2809,광주,2019,02,74.0,특수,관용
2810,대전,2019,02,72.0,특수,관용
2811,울산,2019,02,50.0,특수,관용
2812,세종,2019,02,34.0,특수,관용
2813,경기,2019,02,440.0,특수,관용
2814,강원,2019,02,160.0,특수,관용
2815,충북,2019,02,121.0,특수,관용
2816,충남,2019,02,252.0,특수,관용
2817,전북,2019,02,143.0,특수,관용
2818,전남,2019,02,177.0,특수,관용
2819,경북,2019,02,249.0,특수,관용
2820,경남,2019,02,175.0,특수,관용
2821,제주,2019,02,82.0,특수,관용
2822,서울,2019,02,2644.0,특수,자가용
2823,부산,2019,02,1506.0,특수,자가용
2824,대구,2019,02,864.0,특수,자가용
2825,인천,2019,02,1618.0,특수,자가용
2826,광주,2019,02,756.0,특수,자가용
2827,대전,2019,02,741.0,특수,자가용
2828,울산,2019,02,542.0,특수,자가용
2829,세종,2019,02,151.0,특수,자가용
2830,경기,2019,02,5843.0,특수,자가용
2831,강원,2019,02,1290.0,특수,자가용
2832,충북,2019,02,1196.0,특수,자가용
2833,충남,2019,02,1614.0,특수,자가용
2834,전북,2019,02,1474.0,특수,자가용
2835,전남,2019,02,2039.0,특수,자가용
2836,경북,2019,02,2467.0,특수,자가용
2837,경남,2019,02,2174.0,특수,자가용
2838,제주,2019,02,610.0,특수,자가용
2839,서울,2019,02,5025.0,특수,영업용
2840,부산,2019,02,8609.0,특수,영업용
2841,대구,2019,02,1910.0,특수,영업용
2842,인천,2019,02,5120.0,특수,영업용
2843,광주,2019,02,1726.0,특수,영업용
2844,대전,2019,02,1578.0,특수,영업용
2845,울산,2019,02,2052.0,특수,영업용
2846,세종,2019,02,156.0,특수,영업용
2847,경기,2019,02,10782.0,특수,영업용
2848,강원,2019,02,1570.0,특수,영업용
2849,충북,2019,02,2667.0,특수,영업용
2850,충남,2019,02,2822.0,특수,영업용
2851,전북,2019,02,2093.0,특수,영업용
2852,전남,2019,02,4547.0,특수,영업용
2853,경북,2019,02,4861.0,특수,영업용
2854,경남,2019,02,5285.0,특수,영업용
2855,제주,2019,02,627.0,특수,영업용
2856,서울,2019,03,4363.0,승용,관용
2857,부산,2019,03,1654.0,승용,관용
2858,대구,2019,03,1070.0,승용,관용
2859,인천,2019,03,1468.0,승용,관용
2860,광주,2019,03,780.0,승용,관용
2861,대전,2019,03,633.0,승용,관용
2862,울산,2019,03,681.0,승용,관용
2863,세종,2019,03,323.0,승용,관용
2864,경기,2019,03,6934.0,승용,관용
2865,강원,2019,03,1773.0,승용,관용
2866,충북,2019,03,1312.0,승용,관용
2867,충남,2019,03,1888.0,승용,관용
2868,전북,2019,03,1695.0,승용,관용
2869,전남,2019,03,2069.0,승용,관용
2870,경북,2019,03,2497.0,승용,관용
2871,경남,2019,03,2360.0,승용,관용
2872,제주,2019,03,829.0,승용,관용
2873,서울,2019,03,2532494.0,승용,자가용
2874,부산,2019,03,1066854.0,승용,자가용
2875,대구,2019,03,957864.0,승용,자가용
2876,인천,2019,03,1064224.0,승용,자가용
2877,광주,2019,03,534525.0,승용,자가용
2878,대전,2019,03,543932.0,승용,자가용
2879,울산,2019,03,461744.0,승용,자가용
2880,세종,2019,03,131400.0,승용,자가용
2881,경기,2019,03,4531510.0,승용,자가용
2882,강원,2019,03,568484.0,승용,자가용
2883,충북,2019,03,612257.0,승용,자가용
2884,충남,2019,03,816667.0,승용,자가용
2885,전북,2019,03,674148.0,승용,자가용
2886,전남,2019,03,650075.0,승용,자가용
2887,경북,2019,03,1037842.0,승용,자가용
2888,경남,2019,03,1295267.0,승용,자가용
2889,제주,2019,03,279845.0,승용,자가용
2890,서울,2019,03,126573.0,승용,영업용
2891,부산,2019,03,65325.0,승용,영업용
2892,대구,2019,03,23533.0,승용,영업용
2893,인천,2019,03,272996.0,승용,영업용
2894,광주,2019,03,16253.0,승용,영업용
2895,대전,2019,03,14400.0,승용,영업용
2896,울산,2019,03,7963.0,승용,영업용
2897,세종,2019,03,641.0,승용,영업용
2898,경기,2019,03,77216.0,승용,영업용
2899,강원,2019,03,11848.0,승용,영업용
2900,충북,2019,03,14310.0,승용,영업용
2901,충남,2019,03,13386.0,승용,영업용
2902,전북,2019,03,19488.0,승용,영업용
2903,전남,2019,03,96863.0,승용,영업용
2904,경북,2019,03,14755.0,승용,영업용
2905,경남,2019,03,43787.0,승용,영업용
2906,제주,2019,03,180369.0,승용,영업용
2907,서울,2019,03,3502.0,승합,관용
2908,부산,2019,03,1183.0,승합,관용
2909,대구,2019,03,868.0,승합,관용
2910,인천,2019,03,1011.0,승합,관용
2911,광주,2019,03,588.0,승합,관용
2912,대전,2019,03,533.0,승합,관용
2913,울산,2019,03,435.0,승합,관용
2914,세종,2019,03,149.0,승합,관용
2915,경기,2019,03,4005.0,승합,관용
2916,강원,2019,03,1435.0,승합,관용
2917,충북,2019,03,947.0,승합,관용
2918,충남,2019,03,1131.0,승합,관용
2919,전북,2019,03,1190.0,승합,관용
2920,전남,2019,03,1473.0,승합,관용
2921,경북,2019,03,1688.0,승합,관용
2922,경남,2019,03,1841.0,승합,관용
2923,제주,2019,03,419.0,승합,관용
2924,서울,2019,03,99265.0,승합,자가용
2925,부산,2019,03,37786.0,승합,자가용
2926,대구,2019,03,27977.0,승합,자가용
2927,인천,2019,03,40389.0,승합,자가용
2928,광주,2019,03,17927.0,승합,자가용
2929,대전,2019,03,19289.0,승합,자가용
2930,울산,2019,03,13001.0,승합,자가용
2931,세종,2019,03,3798.0,승합,자가용
2932,경기,2019,03,181228.0,승합,자가용
2933,강원,2019,03,25103.0,승합,자가용
2934,충북,2019,03,26301.0,승합,자가용
2935,충남,2019,03,36680.0,승합,자가용
2936,전북,2019,03,28507.0,승합,자가용
2937,전남,2019,03,31019.0,승합,자가용
2938,경북,2019,03,42951.0,승합,자가용
2939,경남,2019,03,46823.0,승합,자가용
2940,제주,2019,03,12186.0,승합,자가용
2941,서울,2019,03,16341.0,승합,영업용
2942,부산,2019,03,6100.0,승합,영업용
2943,대구,2019,03,4171.0,승합,영업용
2944,인천,2019,03,12507.0,승합,영업용
2945,광주,2019,03,2559.0,승합,영업용
2946,대전,2019,03,2170.0,승합,영업용
2947,울산,2019,03,1956.0,승합,영업용
2948,세종,2019,03,402.0,승합,영업용
2949,경기,2019,03,32325.0,승합,영업용
2950,강원,2019,03,3232.0,승합,영업용
2951,충북,2019,03,3761.0,승합,영업용
2952,충남,2019,03,5493.0,승합,영업용
2953,전북,2019,03,4291.0,승합,영업용
2954,전남,2019,03,8237.0,승합,영업용
2955,경북,2019,03,5489.0,승합,영업용
2956,경남,2019,03,7562.0,승합,영업용
2957,제주,2019,03,7583.0,승합,영업용
2958,서울,2019,03,3953.0,화물,관용
2959,부산,2019,03,1628.0,화물,관용
2960,대구,2019,03,1294.0,화물,관용
2961,인천,2019,03,1249.0,화물,관용
2962,광주,2019,03,720.0,화물,관용
2963,대전,2019,03,621.0,화물,관용
2964,울산,2019,03,631.0,화물,관용
2965,세종,2019,03,211.0,화물,관용
2966,경기,2019,03,5528.0,화물,관용
2967,강원,2019,03,2299.0,화물,관용
2968,충북,2019,03,1479.0,화물,관용
2969,충남,2019,03,2245.0,화물,관용
2970,전북,2019,03,1938.0,화물,관용
2971,전남,2019,03,2342.0,화물,관용
2972,경북,2019,03,2789.0,화물,관용
2973,경남,2019,03,2525.0,화물,관용
2974,제주,2019,03,982.0,화물,관용
2975,서울,2019,03,275398.0,화물,자가용
2976,부산,2019,03,155069.0,화물,자가용
2977,대구,2019,03,142811.0,화물,자가용
2978,인천,2019,03,161409.0,화물,자가용
2979,광주,2019,03,79794.0,화물,자가용
2980,대전,2019,03,75776.0,화물,자가용
2981,울산,2019,03,62184.0,화물,자가용
2982,세종,2019,03,14203.0,화물,자가용
2983,경기,2019,03,682405.0,화물,자가용
2984,강원,2019,03,144724.0,화물,자가용
2985,충북,2019,03,142754.0,화물,자가용
2986,충남,2019,03,202398.0,화물,자가용
2987,전북,2019,03,170585.0,화물,자가용
2988,전남,2019,03,218433.0,화물,자가용
2989,경북,2019,03,290676.0,화물,자가용
2990,경남,2019,03,265723.0,화물,자가용
2991,제주,2019,03,76431.0,화물,자가용
2992,서울,2019,03,57305.0,화물,영업용
2993,부산,2019,03,33169.0,화물,영업용
2994,대구,2019,03,18994.0,화물,영업용
2995,인천,2019,03,29949.0,화물,영업용
2996,광주,2019,03,12401.0,화물,영업용
2997,대전,2019,03,11216.0,화물,영업용
2998,울산,2019,03,9188.0,화물,영업용
2999,세종,2019,03,1519.0,화물,영업용
3000,경기,2019,03,110279.0,화물,영업용
3001,강원,2019,03,8212.0,화물,영업용
3002,충북,2019,03,13744.0,화물,영업용
3003,충남,2019,03,17060.0,화물,영업용
3004,전북,2019,03,15032.0,화물,영업용
3005,전남,2019,03,19771.0,화물,영업용
3006,경북,2019,03,23370.0,화물,영업용
3007,경남,2019,03,24259.0,화물,영업용
3008,제주,2019,03,3498.0,화물,영업용
3009,서울,2019,03,354.0,특수,관용
3010,부산,2019,03,128.0,특수,관용
3011,대구,2019,03,118.0,특수,관용
3012,인천,2019,03,120.0,특수,관용
3013,광주,2019,03,74.0,특수,관용
3014,대전,2019,03,72.0,특수,관용
3015,울산,2019,03,45.0,특수,관용
3016,세종,2019,03,36.0,특수,관용
3017,경기,2019,03,442.0,특수,관용
3018,강원,2019,03,159.0,특수,관용
3019,충북,2019,03,120.0,특수,관용
3020,충남,2019,03,252.0,특수,관용
3021,전북,2019,03,144.0,특수,관용
3022,전남,2019,03,181.0,특수,관용
3023,경북,2019,03,243.0,특수,관용
3024,경남,2019,03,176.0,특수,관용
3025,제주,2019,03,82.0,특수,관용
3026,서울,2019,03,2668.0,특수,자가용
3027,부산,2019,03,1513.0,특수,자가용
3028,대구,2019,03,874.0,특수,자가용
3029,인천,2019,03,1666.0,특수,자가용
3030,광주,2019,03,776.0,특수,자가용
3031,대전,2019,03,745.0,특수,자가용
3032,울산,2019,03,538.0,특수,자가용
3033,세종,2019,03,154.0,특수,자가용
3034,경기,2019,03,5895.0,특수,자가용
3035,강원,2019,03,1298.0,특수,자가용
3036,충북,2019,03,1200.0,특수,자가용
3037,충남,2019,03,1607.0,특수,자가용
3038,전북,2019,03,1472.0,특수,자가용
3039,전남,2019,03,2061.0,특수,자가용
3040,경북,2019,03,2494.0,특수,자가용
3041,경남,2019,03,2191.0,특수,자가용
3042,제주,2019,03,616.0,특수,자가용
3043,서울,2019,03,5020.0,특수,영업용
3044,부산,2019,03,8642.0,특수,영업용
3045,대구,2019,03,1903.0,특수,영업용
3046,인천,2019,03,5126.0,특수,영업용
3047,광주,2019,03,1730.0,특수,영업용
3048,대전,2019,03,1583.0,특수,영업용
3049,울산,2019,03,2070.0,특수,영업용
3050,세종,2019,03,159.0,특수,영업용
3051,경기,2019,03,10865.0,특수,영업용
3052,강원,2019,03,1583.0,특수,영업용
3053,충북,2019,03,2684.0,특수,영업용
3054,충남,2019,03,2838.0,특수,영업용
3055,전북,2019,03,2094.0,특수,영업용
3056,전남,2019,03,4549.0,특수,영업용
3057,경북,2019,03,4876.0,특수,영업용
3058,경남,2019,03,5262.0,특수,영업용
3059,제주,2019,03,629.0,특수,영업용
3060,서울,2019,04,4374.0,승용,관용
3061,부산,2019,04,1660.0,승용,관용
3062,대구,2019,04,966.0,승용,관용
3063,인천,2019,04,1479.0,승용,관용
3064,광주,2019,04,780.0,승용,관용
3065,대전,2019,04,640.0,승용,관용
3066,울산,2019,04,684.0,승용,관용
3067,세종,2019,04,321.0,승용,관용
3068,경기,2019,04,6983.0,승용,관용
3069,강원,2019,04,1792.0,승용,관용
3070,충북,2019,04,1328.0,승용,관용
3071,충남,2019,04,1851.0,승용,관용
3072,전북,2019,04,1661.0,승용,관용
3073,전남,2019,04,2091.0,승용,관용
3074,경북,2019,04,2543.0,승용,관용
3075,경남,2019,04,2388.0,승용,관용
3076,제주,2019,04,835.0,승용,관용
3077,서울,2019,04,2531239.0,승용,자가용
3078,부산,2019,04,1066219.0,승용,자가용
3079,대구,2019,04,956476.0,승용,자가용
3080,인천,2019,04,1066080.0,승용,자가용
3081,광주,2019,04,535493.0,승용,자가용
3082,대전,2019,04,544261.0,승용,자가용
3083,울산,2019,04,462540.0,승용,자가용
3084,세종,2019,04,132433.0,승용,자가용
3085,경기,2019,04,4542077.0,승용,자가용
3086,강원,2019,04,569709.0,승용,자가용
3087,충북,2019,04,616728.0,승용,자가용
3088,충남,2019,04,818419.0,승용,자가용
3089,전북,2019,04,675443.0,승용,자가용
3090,전남,2019,04,651589.0,승용,자가용
3091,경북,2019,04,1039352.0,승용,자가용
3092,경남,2019,04,1297167.0,승용,자가용
3093,제주,2019,04,279680.0,승용,자가용
3094,서울,2019,04,126765.0,승용,영업용
3095,부산,2019,04,67069.0,승용,영업용
3096,대구,2019,04,23454.0,승용,영업용
3097,인천,2019,04,275330.0,승용,영업용
3098,광주,2019,04,16049.0,승용,영업용
3099,대전,2019,04,14397.0,승용,영업용
3100,울산,2019,04,7956.0,승용,영업용
3101,세종,2019,04,641.0,승용,영업용
3102,경기,2019,04,76470.0,승용,영업용
3103,강원,2019,04,11956.0,승용,영업용
3104,충북,2019,04,14465.0,승용,영업용
3105,충남,2019,04,13299.0,승용,영업용
3106,전북,2019,04,19352.0,승용,영업용
3107,전남,2019,04,97440.0,승용,영업용
3108,경북,2019,04,14881.0,승용,영업용
3109,경남,2019,04,44617.0,승용,영업용
3110,제주,2019,04,183848.0,승용,영업용
3111,서울,2019,04,3504.0,승합,관용
3112,부산,2019,04,1203.0,승합,관용
3113,대구,2019,04,855.0,승합,관용
3114,인천,2019,04,1018.0,승합,관용
3115,광주,2019,04,592.0,승합,관용
3116,대전,2019,04,541.0,승합,관용
3117,울산,2019,04,436.0,승합,관용
3118,세종,2019,04,151.0,승합,관용
3119,경기,2019,04,4024.0,승합,관용
3120,강원,2019,04,1451.0,승합,관용
3121,충북,2019,04,956.0,승합,관용
3122,충남,2019,04,1139.0,승합,관용
3123,전북,2019,04,1180.0,승합,관용
3124,전남,2019,04,1477.0,승합,관용
3125,경북,2019,04,1693.0,승합,관용
3126,경남,2019,04,1848.0,승합,관용
3127,제주,2019,04,415.0,승합,관용
3128,서울,2019,04,98230.0,승합,자가용
3129,부산,2019,04,37534.0,승합,자가용
3130,대구,2019,04,27683.0,승합,자가용
3131,인천,2019,04,40033.0,승합,자가용
3132,광주,2019,04,17825.0,승합,자가용
3133,대전,2019,04,19193.0,승합,자가용
3134,울산,2019,04,12957.0,승합,자가용
3135,세종,2019,04,3786.0,승합,자가용
3136,경기,2019,04,180073.0,승합,자가용
3137,강원,2019,04,25021.0,승합,자가용
3138,충북,2019,04,26196.0,승합,자가용
3139,충남,2019,04,36541.0,승합,자가용
3140,전북,2019,04,28445.0,승합,자가용
3141,전남,2019,04,30939.0,승합,자가용
3142,경북,2019,04,42747.0,승합,자가용
3143,경남,2019,04,46684.0,승합,자가용
3144,제주,2019,04,12083.0,승합,자가용
3145,서울,2019,04,16588.0,승합,영업용
3146,부산,2019,04,6098.0,승합,영업용
3147,대구,2019,04,4188.0,승합,영업용
3148,인천,2019,04,12509.0,승합,영업용
3149,광주,2019,04,2549.0,승합,영업용
3150,대전,2019,04,2182.0,승합,영업용
3151,울산,2019,04,1982.0,승합,영업용
3152,세종,2019,04,404.0,승합,영업용
3153,경기,2019,04,32314.0,승합,영업용
3154,강원,2019,04,3233.0,승합,영업용
3155,충북,2019,04,3772.0,승합,영업용
3156,충남,2019,04,5491.0,승합,영업용
3157,전북,2019,04,4280.0,승합,영업용
3158,전남,2019,04,8224.0,승합,영업용
3159,경북,2019,04,5487.0,승합,영업용
3160,경남,2019,04,7552.0,승합,영업용
3161,제주,2019,04,7659.0,승합,영업용
3162,서울,2019,04,3960.0,화물,관용
3163,부산,2019,04,1634.0,화물,관용
3164,대구,2019,04,1302.0,화물,관용
3165,인천,2019,04,1251.0,화물,관용
3166,광주,2019,04,725.0,화물,관용
3167,대전,2019,04,616.0,화물,관용
3168,울산,2019,04,631.0,화물,관용
3169,세종,2019,04,214.0,화물,관용
3170,경기,2019,04,5550.0,화물,관용
3171,강원,2019,04,2301.0,화물,관용
3172,충북,2019,04,1488.0,화물,관용
3173,충남,2019,04,2266.0,화물,관용
3174,전북,2019,04,1957.0,화물,관용
3175,전남,2019,04,2376.0,화물,관용
3176,경북,2019,04,2803.0,화물,관용
3177,경남,2019,04,2549.0,화물,관용
3178,제주,2019,04,988.0,화물,관용
3179,서울,2019,04,274405.0,화물,자가용
3180,부산,2019,04,154618.0,화물,자가용
3181,대구,2019,04,142120.0,화물,자가용
3182,인천,2019,04,161453.0,화물,자가용
3183,광주,2019,04,79544.0,화물,자가용
3184,대전,2019,04,75699.0,화물,자가용
3185,울산,2019,04,62175.0,화물,자가용
3186,세종,2019,04,14216.0,화물,자가용
3187,경기,2019,04,682248.0,화물,자가용
3188,강원,2019,04,144691.0,화물,자가용
3189,충북,2019,04,142642.0,화물,자가용
3190,충남,2019,04,202209.0,화물,자가용
3191,전북,2019,04,170533.0,화물,자가용
3192,전남,2019,04,218553.0,화물,자가용
3193,경북,2019,04,290336.0,화물,자가용
3194,경남,2019,04,265795.0,화물,자가용
3195,제주,2019,04,75783.0,화물,자가용
3196,서울,2019,04,57135.0,화물,영업용
3197,부산,2019,04,33151.0,화물,영업용
3198,대구,2019,04,18956.0,화물,영업용
3199,인천,2019,04,29988.0,화물,영업용
3200,광주,2019,04,12411.0,화물,영업용
3201,대전,2019,04,11228.0,화물,영업용
3202,울산,2019,04,9198.0,화물,영업용
3203,세종,2019,04,1515.0,화물,영업용
3204,경기,2019,04,110354.0,화물,영업용
3205,강원,2019,04,8214.0,화물,영업용
3206,충북,2019,04,13746.0,화물,영업용
3207,충남,2019,04,17061.0,화물,영업용
3208,전북,2019,04,15045.0,화물,영업용
3209,전남,2019,04,19777.0,화물,영업용
3210,경북,2019,04,23342.0,화물,영업용
3211,경남,2019,04,24303.0,화물,영업용
3212,제주,2019,04,3500.0,화물,영업용
3213,서울,2019,04,355.0,특수,관용
3214,부산,2019,04,129.0,특수,관용
3215,대구,2019,04,116.0,특수,관용
3216,인천,2019,04,123.0,특수,관용
3217,광주,2019,04,75.0,특수,관용
3218,대전,2019,04,73.0,특수,관용
3219,울산,2019,04,45.0,특수,관용
3220,세종,2019,04,36.0,특수,관용
3221,경기,2019,04,448.0,특수,관용
3222,강원,2019,04,162.0,특수,관용
3223,충북,2019,04,118.0,특수,관용
3224,충남,2019,04,252.0,특수,관용
3225,전북,2019,04,143.0,특수,관용
3226,전남,2019,04,181.0,특수,관용
3227,경북,2019,04,242.0,특수,관용
3228,경남,2019,04,177.0,특수,관용
3229,제주,2019,04,81.0,특수,관용
3230,서울,2019,04,2700.0,특수,자가용
3231,부산,2019,04,1511.0,특수,자가용
3232,대구,2019,04,885.0,특수,자가용
3233,인천,2019,04,1687.0,특수,자가용
3234,광주,2019,04,771.0,특수,자가용
3235,대전,2019,04,753.0,특수,자가용
3236,울산,2019,04,543.0,특수,자가용
3237,세종,2019,04,158.0,특수,자가용
3238,경기,2019,04,5965.0,특수,자가용
3239,강원,2019,04,1306.0,특수,자가용
3240,충북,2019,04,1205.0,특수,자가용
3241,충남,2019,04,1602.0,특수,자가용
3242,전북,2019,04,1462.0,특수,자가용
3243,전남,2019,04,2046.0,특수,자가용
3244,경북,2019,04,2505.0,특수,자가용
3245,경남,2019,04,2187.0,특수,자가용
3246,제주,2019,04,615.0,특수,자가용
3247,서울,2019,04,5034.0,특수,영업용
3248,부산,2019,04,8659.0,특수,영업용
3249,대구,2019,04,1907.0,특수,영업용
3250,인천,2019,04,5152.0,특수,영업용
3251,광주,2019,04,1750.0,특수,영업용
3252,대전,2019,04,1589.0,특수,영업용
3253,울산,2019,04,2081.0,특수,영업용
3254,세종,2019,04,162.0,특수,영업용
3255,경기,2019,04,10898.0,특수,영업용
3256,강원,2019,04,1588.0,특수,영업용
3257,충북,2019,04,2697.0,특수,영업용
3258,충남,2019,04,2855.0,특수,영업용
3259,전북,2019,04,2095.0,특수,영업용
3260,전남,2019,04,4573.0,특수,영업용
3261,경북,2019,04,4890.0,특수,영업용
3262,경남,2019,04,5297.0,특수,영업용
3263,제주,2019,04,636.0,특수,영업용
3264,서울,2019,05,4411.0,승용,관용
3265,부산,2019,05,1663.0,승용,관용
3266,대구,2019,05,969.0,승용,관용
3267,인천,2019,05,1494.0,승용,관용
3268,광주,2019,05,778.0,승용,관용
3269,대전,2019,05,654.0,승용,관용
3270,울산,2019,05,689.0,승용,관용
3271,세종,2019,05,321.0,승용,관용
3272,경기,2019,05,7051.0,승용,관용
3273,강원,2019,05,1793.0,승용,관용
3274,충북,2019,05,1340.0,승용,관용
3275,충남,2019,05,1849.0,승용,관용
3276,전북,2019,05,1643.0,승용,관용
3277,전남,2019,05,2092.0,승용,관용
3278,경북,2019,05,2572.0,승용,관용
3279,경남,2019,05,2420.0,승용,관용
3280,제주,2019,05,836.0,승용,관용
3281,서울,2019,05,2530595.0,승용,자가용
3282,부산,2019,05,1067186.0,승용,자가용
3283,대구,2019,05,957642.0,승용,자가용
3284,인천,2019,05,1067409.0,승용,자가용
3285,광주,2019,05,536711.0,승용,자가용
3286,대전,2019,05,544397.0,승용,자가용
3287,울산,2019,05,462954.0,승용,자가용
3288,세종,2019,05,133275.0,승용,자가용
3289,경기,2019,05,4558446.0,승용,자가용
3290,강원,2019,05,571252.0,승용,자가용
3291,충북,2019,05,618324.0,승용,자가용
3292,충남,2019,05,820408.0,승용,자가용
3293,전북,2019,05,676615.0,승용,자가용
3294,전남,2019,05,652878.0,승용,자가용
3295,경북,2019,05,1041527.0,승용,자가용
3296,경남,2019,05,1299535.0,승용,자가용
3297,제주,2019,05,280910.0,승용,자가용
