,시도별,year,month,value,type,purpose
98,전남,2018,01,8669.0,승합,영업용
99,경북,2018,01,5686.0,승합,영업용
100,경남,2018,01,7906.0,승합,영업용
101,제주,2018,01,7584.0,승합,영업용
102,서울,2018,01,3796.0,화물,관용
103,부산,2018,01,1575.0,화물,관용
104,대구,2018,01,1199.0,화물,관용
105,인천,2018,01,1170.0,화물,관용
106,광주,2018,01,705.0,화물,관용
107,대전,2018,01,598.0,화물,관용
108,울산,2018,01,566.0,화물,관용
109,세종,2018,01,202.0,화물,관용
110,경기,2018,01,5215.0,화물,관용
111,강원,2018,01,2179.0,화물,관용
112,충북,2018,01,1418.0,화물,관용
113,충남,2018,01,2117.0,화물,관용
114,전북,2018,01,1840.0,화물,관용
115,전남,2018,01,2175.0,화물,관용
116,경북,2018,01,2623.0,화물,관용
117,경남,2018,01,2448.0,화물,관용
118,제주,2018,01,887.0,화물,관용
119,서울,2018,01,280223.0,화물,자가용
120,부산,2018,01,156769.0,화물,자가용
121,대구,2018,01,143487.0,화물,자가용
122,인천,2018,01,157859.0,화물,자가용
123,광주,2018,01,78749.0,화물,자가용
124,대전,2018,01,75641.0,화물,자가용
125,울산,2018,01,62178.0,화물,자가용
126,세종,2018,01,13312.0,화물,자가용
127,경기,2018,01,669324.0,화물,자가용
128,강원,2018,01,141910.0,화물,자가용
129,충북,2018,01,139811.0,화물,자가용
130,충남,2018,01,197780.0,화물,자가용
131,전북,2018,01,168065.0,화물,자가용
132,전남,2018,01,213291.0,화물,자가용
133,경북,2018,01,286873.0,화물,자가용
134,경남,2018,01,263857.0,화물,자가용
135,제주,2018,01,74694.0,화물,자가용
136,서울,2018,01,55441.0,화물,영업용
137,부산,2018,01,32740.0,화물,영업용
138,대구,2018,01,18497.0,화물,영업용
139,인천,2018,01,28695.0,화물,영업용
140,광주,2018,01,11526.0,화물,영업용
141,대전,2018,01,10650.0,화물,영업용
142,울산,2018,01,8759.0,화물,영업용
143,세종,2018,01,1338.0,화물,영업용
144,경기,2018,01,103872.0,화물,영업용
145,강원,2018,01,7846.0,화물,영업용
146,충북,2018,01,12993.0,화물,영업용
147,충남,2018,01,16365.0,화물,영업용
148,전북,2018,01,14439.0,화물,영업용
149,전남,2018,01,19332.0,화물,영업용
150,경북,2018,01,22551.0,화물,영업용
151,경남,2018,01,22945.0,화물,영업용
152,제주,2018,01,3323.0,화물,영업용
153,서울,2018,01,367.0,특수,관용
154,부산,2018,01,124.0,특수,관용
155,대구,2018,01,114.0,특수,관용
156,인천,2018,01,118.0,특수,관용
157,광주,2018,01,70.0,특수,관용
158,대전,2018,01,71.0,특수,관용
159,울산,2018,01,51.0,특수,관용
160,세종,2018,01,32.0,특수,관용
161,경기,2018,01,454.0,특수,관용
162,강원,2018,01,160.0,특수,관용
163,충북,2018,01,116.0,특수,관용
164,충남,2018,01,229.0,특수,관용
165,전북,2018,01,128.0,특수,관용
166,전남,2018,01,171.0,특수,관용
167,경북,2018,01,238.0,특수,관용
168,경남,2018,01,170.0,특수,관용
169,제주,2018,01,79.0,특수,관용
170,서울,2018,01,2397.0,특수,자가용
171,부산,2018,01,1427.0,특수,자가용
172,대구,2018,01,735.0,특수,자가용
173,인천,2018,01,1354.0,특수,자가용
174,광주,2018,01,659.0,특수,자가용
175,대전,2018,01,663.0,특수,자가용
176,울산,2018,01,444.0,특수,자가용
177,세종,2018,01,115.0,특수,자가용
178,경기,2018,01,4955.0,특수,자가용
179,강원,2018,01,1121.0,특수,자가용
180,충북,2018,01,1030.0,특수,자가용
181,충남,2018,01,1491.0,특수,자가용
182,전북,2018,01,1313.0,특수,자가용
183,전남,2018,01,1910.0,특수,자가용
184,경북,2018,01,2266.0,특수,자가용
185,경남,2018,01,1900.0,특수,자가용
186,제주,2018,01,515.0,특수,자가용
187,서울,2018,01,4892.0,특수,영업용
188,부산,2018,01,8517.0,특수,영업용
189,대구,2018,01,1868.0,특수,영업용
190,인천,2018,01,4924.0,특수,영업용
191,광주,2018,01,1606.0,특수,영업용
192,대전,2018,01,1520.0,특수,영업용
193,울산,2018,01,2011.0,특수,영업용
194,세종,2018,01,135.0,특수,영업용
195,경기,2018,01,10278.0,특수,영업용
196,강원,2018,01,1457.0,특수,영업용
197,충북,2018,01,2592.0,특수,영업용
198,충남,2018,01,2771.0,특수,영업용
199,전북,2018,01,1968.0,특수,영업용
200,전남,2018,01,4404.0,특수,영업용
201,경북,2018,01,4713.0,특수,영업용
202,경남,2018,01,5208.0,특수,영업용
203,제주,2018,01,585.0,특수,영업용
204,서울,2018,02,4445.0,승용,관용
205,부산,2018,02,1669.0,승용,관용
206,대구,2018,02,908.0,승용,관용
207,인천,2018,02,1442.0,승용,관용
208,광주,2018,02,736.0,승용,관용
209,대전,2018,02,636.0,승용,관용
210,울산,2018,02,622.0,승용,관용
211,세종,2018,02,305.0,승용,관용
212,경기,2018,02,6597.0,승용,관용
213,강원,2018,02,1735.0,승용,관용
214,충북,2018,02,1251.0,승용,관용
215,충남,2018,02,1722.0,승용,관용
216,전북,2018,02,1501.0,승용,관용
217,전남,2018,02,1851.0,승용,관용
218,경북,2018,02,2305.0,승용,관용
219,경남,2018,02,2245.0,승용,관용
220,제주,2018,02,774.0,승용,관용
221,서울,2018,02,2516697.0,승용,자가용
222,부산,2018,02,1043899.0,승용,자가용
223,대구,2018,02,936840.0,승용,자가용
224,인천,2018,02,1020192.0,승용,자가용
225,광주,2018,02,518839.0,승용,자가용
226,대전,2018,02,534649.0,승용,자가용
227,울산,2018,02,452673.0,승용,자가용
228,세종,2018,02,113164.0,승용,자가용
229,경기,2018,02,4318745.0,승용,자가용
230,강원,2018,02,549825.0,승용,자가용
231,충북,2018,02,587181.0,승용,자가용
232,충남,2018,02,783885.0,승용,자가용
233,전북,2018,02,653675.0,승용,자가용
234,전남,2018,02,627765.0,승용,자가용
235,경북,2018,02,1009145.0,승용,자가용
236,경남,2018,02,1269956.0,승용,자가용
237,제주,2018,02,276501.0,승용,자가용
238,서울,2018,02,123377.0,승용,영업용
239,부산,2018,02,46348.0,승용,영업용
240,대구,2018,02,23168.0,승용,영업용
241,인천,2018,02,251520.0,승용,영업용
242,광주,2018,02,16965.0,승용,영업용
243,대전,2018,02,14054.0,승용,영업용
244,울산,2018,02,8294.0,승용,영업용
245,세종,2018,02,562.0,승용,영업용
246,경기,2018,02,76665.0,승용,영업용
247,강원,2018,02,11908.0,승용,영업용
248,충북,2018,02,13378.0,승용,영업용
249,충남,2018,02,13681.0,승용,영업용
250,전북,2018,02,17997.0,승용,영업용
251,전남,2018,02,87079.0,승용,영업용
252,경북,2018,02,15330.0,승용,영업용
253,경남,2018,02,46498.0,승용,영업용
254,제주,2018,02,129435.0,승용,영업용
255,서울,2018,02,3377.0,승합,관용
256,부산,2018,02,1154.0,승합,관용
257,대구,2018,02,844.0,승합,관용
258,인천,2018,02,962.0,승합,관용
259,광주,2018,02,554.0,승합,관용
260,대전,2018,02,527.0,승합,관용
261,울산,2018,02,413.0,승합,관용
262,세종,2018,02,137.0,승합,관용
263,경기,2018,02,3688.0,승합,관용
264,강원,2018,02,1407.0,승합,관용
265,충북,2018,02,911.0,승합,관용
266,충남,2018,02,1080.0,승합,관용
267,전북,2018,02,1154.0,승합,관용
268,전남,2018,02,1408.0,승합,관용
269,경북,2018,02,1623.0,승합,관용
270,경남,2018,02,1770.0,승합,관용
271,제주,2018,02,388.0,승합,관용
272,서울,2018,02,106997.0,승합,자가용
273,부산,2018,02,39494.0,승합,자가용
274,대구,2018,02,29076.0,승합,자가용
275,인천,2018,02,42499.0,승합,자가용
276,광주,2018,02,18507.0,승합,자가용
277,대전,2018,02,20036.0,승합,자가용
278,울산,2018,02,13391.0,승합,자가용
279,세종,2018,02,3653.0,승합,자가용
280,경기,2018,02,187271.0,승합,자가용
281,강원,2018,02,26009.0,승합,자가용
282,충북,2018,02,26904.0,승합,자가용
283,충남,2018,02,37629.0,승합,자가용
284,전북,2018,02,28936.0,승합,자가용
285,전남,2018,02,31488.0,승합,자가용
286,경북,2018,02,43759.0,승합,자가용
287,경남,2018,02,48247.0,승합,자가용
288,제주,2018,02,12687.0,승합,자가용
289,서울,2018,02,15999.0,승합,영업용
290,부산,2018,02,6095.0,승합,영업용
291,대구,2018,02,4261.0,승합,영업용
292,인천,2018,02,12122.0,승합,영업용
293,광주,2018,02,2682.0,승합,영업용
294,대전,2018,02,2241.0,승합,영업용
295,울산,2018,02,2043.0,승합,영업용
296,세종,2018,02,327.0,승합,영업용
297,경기,2018,02,32762.0,승합,영업용
298,강원,2018,02,3317.0,승합,영업용
299,충북,2018,02,3783.0,승합,영업용
300,충남,2018,02,5566.0,승합,영업용
301,전북,2018,02,4468.0,승합,영업용
302,전남,2018,02,8656.0,승합,영업용
303,경북,2018,02,5679.0,승합,영업용
304,경남,2018,02,7851.0,승합,영업용
305,제주,2018,02,7639.0,승합,영업용
306,서울,2018,02,3795.0,화물,관용
307,부산,2018,02,1577.0,화물,관용
308,대구,2018,02,1207.0,화물,관용
309,인천,2018,02,1177.0,화물,관용
310,광주,2018,02,699.0,화물,관용
311,대전,2018,02,599.0,화물,관용
312,울산,2018,02,566.0,화물,관용
313,세종,2018,02,202.0,화물,관용
314,경기,2018,02,5248.0,화물,관용
315,강원,2018,02,2190.0,화물,관용
316,충북,2018,02,1417.0,화물,관용
317,충남,2018,02,2120.0,화물,관용
318,전북,2018,02,1849.0,화물,관용
319,전남,2018,02,2194.0,화물,관용
320,경북,2018,02,2614.0,화물,관용
321,경남,2018,02,2441.0,화물,관용
322,제주,2018,02,895.0,화물,관용
323,서울,2018,02,280356.0,화물,자가용
324,부산,2018,02,156687.0,화물,자가용
325,대구,2018,02,143628.0,화물,자가용
326,인천,2018,02,158027.0,화물,자가용
327,광주,2018,02,78898.0,화물,자가용
328,대전,2018,02,75563.0,화물,자가용
329,울산,2018,02,62240.0,화물,자가용
330,세종,2018,02,13398.0,화물,자가용
331,경기,2018,02,669302.0,화물,자가용
332,강원,2018,02,142071.0,화물,자가용
333,충북,2018,02,139841.0,화물,자가용
334,충남,2018,02,198252.0,화물,자가용
335,전북,2018,02,168196.0,화물,자가용
336,전남,2018,02,213279.0,화물,자가용
337,경북,2018,02,286973.0,화물,자가용
338,경남,2018,02,264115.0,화물,자가용
339,제주,2018,02,74903.0,화물,자가용
340,서울,2018,02,55449.0,화물,영업용
341,부산,2018,02,32731.0,화물,영업용
342,대구,2018,02,18458.0,화물,영업용
343,인천,2018,02,28688.0,화물,영업용
344,광주,2018,02,11563.0,화물,영업용
345,대전,2018,02,10657.0,화물,영업용
346,울산,2018,02,8773.0,화물,영업용
347,세종,2018,02,1336.0,화물,영업용
348,경기,2018,02,103892.0,화물,영업용
349,강원,2018,02,7848.0,화물,영업용
350,충북,2018,02,12958.0,화물,영업용
351,충남,2018,02,16404.0,화물,영업용
352,전북,2018,02,14468.0,화물,영업용
353,전남,2018,02,19315.0,화물,영업용
354,경북,2018,02,22531.0,화물,영업용
355,경남,2018,02,22946.0,화물,영업용
356,제주,2018,02,3324.0,화물,영업용
357,서울,2018,02,362.0,특수,관용
358,부산,2018,02,124.0,특수,관용
359,대구,2018,02,113.0,특수,관용
360,인천,2018,02,114.0,특수,관용
361,광주,2018,02,70.0,특수,관용
362,대전,2018,02,71.0,특수,관용
363,울산,2018,02,50.0,특수,관용
364,세종,2018,02,35.0,특수,관용
365,경기,2018,02,449.0,특수,관용
366,강원,2018,02,158.0,특수,관용
367,충북,2018,02,116.0,특수,관용
368,충남,2018,02,229.0,특수,관용
369,전북,2018,02,126.0,특수,관용
370,전남,2018,02,171.0,특수,관용
371,경북,2018,02,238.0,특수,관용
372,경남,2018,02,168.0,특수,관용
373,제주,2018,02,79.0,특수,관용
374,서울,2018,02,2394.0,특수,자가용
375,부산,2018,02,1407.0,특수,자가용
376,대구,2018,02,726.0,특수,자가용
377,인천,2018,02,1374.0,특수,자가용
378,광주,2018,02,668.0,특수,자가용
379,대전,2018,02,671.0,특수,자가용
380,울산,2018,02,450.0,특수,자가용
381,세종,2018,02,118.0,특수,자가용
382,경기,2018,02,5024.0,특수,자가용
383,강원,2018,02,1139.0,특수,자가용
384,충북,2018,02,1035.0,특수,자가용
385,충남,2018,02,1495.0,특수,자가용
386,전북,2018,02,1323.0,특수,자가용
387,전남,2018,02,1901.0,특수,자가용
388,경북,2018,02,2280.0,특수,자가용
389,경남,2018,02,1931.0,특수,자가용
390,제주,2018,02,514.0,특수,자가용
391,서울,2018,02,4877.0,특수,영업용
392,부산,2018,02,8499.0,특수,영업용
393,대구,2018,02,1857.0,특수,영업용
394,인천,2018,02,4922.0,특수,영업용
395,광주,2018,02,1616.0,특수,영업용
396,대전,2018,02,1520.0,특수,영업용
397,울산,2018,02,2015.0,특수,영업용
398,세종,2018,02,135.0,특수,영업용
399,경기,2018,02,10320.0,특수,영업용
400,강원,2018,02,1466.0,특수,영업용
401,충북,2018,02,2607.0,특수,영업용
402,충남,2018,02,2774.0,특수,영업용
403,전북,2018,02,1984.0,특수,영업용
404,전남,2018,02,4404.0,특수,영업용
405,경북,2018,02,4736.0,특수,영업용
406,경남,2018,02,5214.0,특수,영업용
407,제주,2018,02,583.0,특수,영업용
408,서울,2018,03,4387.0,승용,관용
409,부산,2018,03,1666.0,승용,관용
410,대구,2018,03,905.0,승용,관용
411,인천,2018,03,1445.0,승용,관용
412,광주,2018,03,742.0,승용,관용
413,대전,2018,03,620.0,승용,관용
414,울산,2018,03,622.0,승용,관용
415,세종,2018,03,306.0,승용,관용
416,경기,2018,03,6636.0,승용,관용
417,강원,2018,03,1730.0,승용,관용
418,충북,2018,03,1253.0,승용,관용
419,충남,2018,03,1722.0,승용,관용
420,전북,2018,03,1505.0,승용,관용
421,전남,2018,03,1887.0,승용,관용
422,경북,2018,03,2316.0,승용,관용
423,경남,2018,03,2245.0,승용,관용
424,제주,2018,03,776.0,승용,관용
425,서울,2018,03,2516974.0,승용,자가용
426,부산,2018,03,1045183.0,승용,자가용
427,대구,2018,03,939237.0,승용,자가용
428,인천,2018,03,1024116.0,승용,자가용
429,광주,2018,03,520146.0,승용,자가용
430,대전,2018,03,535354.0,승용,자가용
431,울산,2018,03,453983.0,승용,자가용
432,세종,2018,03,115016.0,승용,자가용
433,경기,2018,03,4337312.0,승용,자가용
434,강원,2018,03,551649.0,승용,자가용
435,충북,2018,03,589451.0,승용,자가용
436,충남,2018,03,787495.0,승용,자가용
437,전북,2018,03,655253.0,승용,자가용
438,전남,2018,03,629995.0,승용,자가용
439,경북,2018,03,1011644.0,승용,자가용
440,경남,2018,03,1273395.0,승용,자가용
441,제주,2018,03,276936.0,승용,자가용
442,서울,2018,03,122967.0,승용,영업용
443,부산,2018,03,48078.0,승용,영업용
444,대구,2018,03,23183.0,승용,영업용
445,인천,2018,03,252401.0,승용,영업용
446,광주,2018,03,16859.0,승용,영업용
447,대전,2018,03,14081.0,승용,영업용
448,울산,2018,03,8237.0,승용,영업용
449,세종,2018,03,556.0,승용,영업용
450,경기,2018,03,76717.0,승용,영업용
451,강원,2018,03,11977.0,승용,영업용
452,충북,2018,03,13403.0,승용,영업용
453,충남,2018,03,13638.0,승용,영업용
454,전북,2018,03,17967.0,승용,영업용
455,전남,2018,03,88371.0,승용,영업용
456,경북,2018,03,15237.0,승용,영업용
457,경남,2018,03,46679.0,승용,영업용
458,제주,2018,03,133404.0,승용,영업용
459,서울,2018,03,3352.0,승합,관용
460,부산,2018,03,1159.0,승합,관용
461,대구,2018,03,845.0,승합,관용
462,인천,2018,03,958.0,승합,관용
463,광주,2018,03,556.0,승합,관용
464,대전,2018,03,525.0,승합,관용
465,울산,2018,03,413.0,승합,관용
466,세종,2018,03,137.0,승합,관용
467,경기,2018,03,3695.0,승합,관용
468,강원,2018,03,1397.0,승합,관용
469,충북,2018,03,911.0,승합,관용
470,충남,2018,03,1085.0,승합,관용
471,전북,2018,03,1157.0,승합,관용
472,전남,2018,03,1415.0,승합,관용
473,경북,2018,03,1623.0,승합,관용
474,경남,2018,03,1790.0,승합,관용
475,제주,2018,03,394.0,승합,관용
476,서울,2018,03,106253.0,승합,자가용
477,부산,2018,03,39287.0,승합,자가용
478,대구,2018,03,28935.0,승합,자가용
479,인천,2018,03,42278.0,승합,자가용
480,광주,2018,03,18423.0,승합,자가용
481,대전,2018,03,19963.0,승합,자가용
482,울산,2018,03,13323.0,승합,자가용
483,세종,2018,03,3666.0,승합,자가용
484,경기,2018,03,186598.0,승합,자가용
485,강원,2018,03,25940.0,승합,자가용
486,충북,2018,03,26817.0,승합,자가용
487,충남,2018,03,37585.0,승합,자가용
488,전북,2018,03,28850.0,승합,자가용
489,전남,2018,03,31442.0,승합,자가용
490,경북,2018,03,43656.0,승합,자가용
491,경남,2018,03,48098.0,승합,자가용
492,제주,2018,03,12599.0,승합,자가용
493,서울,2018,03,15981.0,승합,영업용
494,부산,2018,03,6076.0,승합,영업용
495,대구,2018,03,4261.0,승합,영업용
496,인천,2018,03,12063.0,승합,영업용
497,광주,2018,03,2673.0,승합,영업용
498,대전,2018,03,2224.0,승합,영업용
499,울산,2018,03,2051.0,승합,영업용
500,세종,2018,03,328.0,승합,영업용
501,경기,2018,03,32760.0,승합,영업용
502,강원,2018,03,3323.0,승합,영업용
503,충북,2018,03,3794.0,승합,영업용
504,충남,2018,03,5561.0,승합,영업용
505,전북,2018,03,4451.0,승합,영업용
506,전남,2018,03,8614.0,승합,영업용
507,경북,2018,03,5685.0,승합,영업용
508,경남,2018,03,7824.0,승합,영업용
509,제주,2018,03,7597.0,승합,영업용
510,서울,2018,03,3815.0,화물,관용
511,부산,2018,03,1594.0,화물,관용
512,대구,2018,03,1211.0,화물,관용
513,인천,2018,03,1190.0,화물,관용
514,광주,2018,03,706.0,화물,관용
515,대전,2018,03,601.0,화물,관용
516,울산,2018,03,577.0,화물,관용
517,세종,2018,03,208.0,화물,관용
518,경기,2018,03,5250.0,화물,관용
519,강원,2018,03,2197.0,화물,관용
520,충북,2018,03,1428.0,화물,관용
521,충남,2018,03,2141.0,화물,관용
522,전북,2018,03,1867.0,화물,관용
523,전남,2018,03,2203.0,화물,관용
524,경북,2018,03,2634.0,화물,관용
525,경남,2018,03,2453.0,화물,관용
526,제주,2018,03,906.0,화물,관용
527,서울,2018,03,279855.0,화물,자가용
528,부산,2018,03,156585.0,화물,자가용
529,대구,2018,03,143476.0,화물,자가용
530,인천,2018,03,158106.0,화물,자가용
531,광주,2018,03,78722.0,화물,자가용
532,대전,2018,03,75512.0,화물,자가용
533,울산,2018,03,62164.0,화물,자가용
534,세종,2018,03,13421.0,화물,자가용
535,경기,2018,03,670046.0,화물,자가용
536,강원,2018,03,142193.0,화물,자가용
537,충북,2018,03,139924.0,화물,자가용
538,충남,2018,03,198490.0,화물,자가용
539,전북,2018,03,168134.0,화물,자가용
540,전남,2018,03,213541.0,화물,자가용
541,경북,2018,03,286975.0,화물,자가용
542,경남,2018,03,264361.0,화물,자가용
543,제주,2018,03,75065.0,화물,자가용
544,서울,2018,03,55456.0,화물,영업용
545,부산,2018,03,32691.0,화물,영업용
546,대구,2018,03,18395.0,화물,영업용
547,인천,2018,03,28663.0,화물,영업용
548,광주,2018,03,11558.0,화물,영업용
549,대전,2018,03,10665.0,화물,영업용
550,울산,2018,03,8742.0,화물,영업용
551,세종,2018,03,1335.0,화물,영업용
552,경기,2018,03,103916.0,화물,영업용
553,강원,2018,03,7834.0,화물,영업용
554,충북,2018,03,12991.0,화물,영업용
555,충남,2018,03,16371.0,화물,영업용
556,전북,2018,03,14422.0,화물,영업용
557,전남,2018,03,19316.0,화물,영업용
558,경북,2018,03,22544.0,화물,영업용
559,경남,2018,03,22951.0,화물,영업용
560,제주,2018,03,3321.0,화물,영업용
561,서울,2018,03,359.0,특수,관용
562,부산,2018,03,123.0,특수,관용
563,대구,2018,03,115.0,특수,관용
564,인천,2018,03,112.0,특수,관용
565,광주,2018,03,70.0,특수,관용
566,대전,2018,03,71.0,특수,관용
567,울산,2018,03,47.0,특수,관용
568,세종,2018,03,35.0,특수,관용
569,경기,2018,03,460.0,특수,관용
570,강원,2018,03,156.0,특수,관용
571,충북,2018,03,114.0,특수,관용
572,충남,2018,03,230.0,특수,관용
573,전북,2018,03,125.0,특수,관용
574,전남,2018,03,167.0,특수,관용
575,경북,2018,03,234.0,특수,관용
576,경남,2018,03,169.0,특수,관용
577,제주,2018,03,79.0,특수,관용
578,서울,2018,03,2428.0,특수,자가용
579,부산,2018,03,1430.0,특수,자가용
580,대구,2018,03,728.0,특수,자가용
581,인천,2018,03,1389.0,특수,자가용
582,광주,2018,03,675.0,특수,자가용
583,대전,2018,03,692.0,특수,자가용
584,울산,2018,03,448.0,특수,자가용
585,세종,2018,03,120.0,특수,자가용
586,경기,2018,03,5090.0,특수,자가용
587,강원,2018,03,1148.0,특수,자가용
588,충북,2018,03,1045.0,특수,자가용
589,충남,2018,03,1509.0,특수,자가용
590,전북,2018,03,1344.0,특수,자가용
591,전남,2018,03,1892.0,특수,자가용
592,경북,2018,03,2306.0,특수,자가용
593,경남,2018,03,1951.0,특수,자가용
594,제주,2018,03,528.0,특수,자가용
595,서울,2018,03,4864.0,특수,영업용
596,부산,2018,03,8495.0,특수,영업용
597,대구,2018,03,1862.0,특수,영업용
598,인천,2018,03,4936.0,특수,영업용
599,광주,2018,03,1593.0,특수,영업용
600,대전,2018,03,1525.0,특수,영업용
601,울산,2018,03,2012.0,특수,영업용
602,세종,2018,03,135.0,특수,영업용
603,경기,2018,03,10375.0,특수,영업용
604,강원,2018,03,1480.0,특수,영업용
605,충북,2018,03,2614.0,특수,영업용
606,충남,2018,03,2781.0,특수,영업용
607,전북,2018,03,1994.0,특수,영업용
608,전남,2018,03,4428.0,특수,영업용
609,경북,2018,03,4743.0,특수,영업용
610,경남,2018,03,5221.0,특수,영업용
611,제주,2018,03,585.0,특수,영업용
612,서울,2018,04,4448.0,승용,관용
613,부산,2018,04,1683.0,승용,관용
614,대구,2018,04,927.0,승용,관용
615,인천,2018,04,1418.0,승용,관용
616,광주,2018,04,748.0,승용,관용
617,대전,2018,04,611.0,승용,관용
618,울산,2018,04,616.0,승용,관용
619,세종,2018,04,300.0,승용,관용
620,경기,2018,04,6678.0,승용,관용
621,강원,2018,04,1731.0,승용,관용
622,충북,2018,04,1263.0,승용,관용
623,충남,2018,04,1728.0,승용,관용
624,전북,2018,04,1532.0,승용,관용
625,전남,2018,04,1921.0,승용,관용
626,경북,2018,04,2328.0,승용,관용
627,경남,2018,04,2271.0,승용,관용
628,제주,2018,04,776.0,승용,관용
629,서울,2018,04,2519983.0,승용,자가용
630,부산,2018,04,1047369.0,승용,자가용
631,대구,2018,04,940615.0,승용,자가용
632,인천,2018,04,1028138.0,승용,자가용
633,광주,2018,04,521367.0,승용,자가용
634,대전,2018,04,536387.0,승용,자가용
635,울산,2018,04,455253.0,승용,자가용
636,세종,2018,04,116906.0,승용,자가용
637,경기,2018,04,4357526.0,승용,자가용
638,강원,2018,04,553570.0,승용,자가용
639,충북,2018,04,592029.0,승용,자가용
640,충남,2018,04,790577.0,승용,자가용
641,전북,2018,04,657620.0,승용,자가용
642,전남,2018,04,632350.0,승용,자가용
643,경북,2018,04,1014413.0,승용,자가용
644,경남,2018,04,1275862.0,승용,자가용
645,제주,2018,04,276942.0,승용,자가용
646,서울,2018,04,123318.0,승용,영업용
647,부산,2018,04,49922.0,승용,영업용
648,대구,2018,04,23181.0,승용,영업용
649,인천,2018,04,253408.0,승용,영업용
